"Area","Year","Month","Severity","Count","AreaPopulation","LengthofMotorway","LengthRuralARoad","LengthUrbanARoad","LengthRuralBRoad","LengthUrbanBRoad","LengthRuralCorURoad","LengthUrbanCorURoad","TotalRoadLength","Longitude","Latitude","AreaSize"
"Redbridge",2019,"12","3",56,311780,2.5,8,28,0.5,4.2,10.3,280,333.5,0.070085,51.5859,56433002.2033005
"Redcar and Cleveland",2019,"1","3",11,136699,0,47.2,7.4,9.3,4.1,158,180.3,411.1,-1.00656,54.5675,253285515.851288
"Redcar and Cleveland",2019,"2","3",6,136699,0,47.2,7.4,9.3,4.1,158,180.3,411.1,-1.00656,54.5675,253285515.851288
"Redcar and Cleveland",2019,"3","3",6,136699,0,47.2,7.4,9.3,4.1,158,180.3,411.1,-1.00656,54.5675,253285515.851288
"Redcar and Cleveland",2019,"4","3",8,136699,0,47.2,7.4,9.3,4.1,158,180.3,411.1,-1.00656,54.5675,253285515.851288
"Redcar and Cleveland",2019,"5","3",4,136699,0,47.2,7.4,9.3,4.1,158,180.3,411.1,-1.00656,54.5675,253285515.851288
"Redcar and Cleveland",2019,"6","3",7,136699,0,47.2,7.4,9.3,4.1,158,180.3,411.1,-1.00656,54.5675,253285515.851288
"Redcar and Cleveland",2019,"7","3",6,136699,0,47.2,7.4,9.3,4.1,158,180.3,411.1,-1.00656,54.5675,253285515.851288
"Redcar and Cleveland",2019,"8","3",7,136699,0,47.2,7.4,9.3,4.1,158,180.3,411.1,-1.00656,54.5675,253285515.851288
"Redcar and Cleveland",2019,"9","3",4,136699,0,47.2,7.4,9.3,4.1,158,180.3,411.1,-1.00656,54.5675,253285515.851288
"Redcar and Cleveland",2019,"10","3",10,136699,0,47.2,7.4,9.3,4.1,158,180.3,411.1,-1.00656,54.5675,253285515.851288
"Redcar and Cleveland",2019,"11","3",11,136699,0,47.2,7.4,9.3,4.1,158,180.3,411.1,-1.00656,54.5675,253285515.851288
"Redcar and Cleveland",2019,"12","3",11,136699,0,47.2,7.4,9.3,4.1,158,180.3,411.1,-1.00656,54.5675,253285515.851288
"Rhondda Cynon Taf",2019,"1","3",24,237574,6.1,62.4,32.1,21,24.1,262.2,328.4,754.2,-3.41359,51.6218,424152346.77774
"Rhondda Cynon Taf",2019,"2","3",16,237574,6.1,62.4,32.1,21,24.1,262.2,328.4,754.2,-3.41359,51.6218,424152346.77774
"Rhondda Cynon Taf",2019,"3","3",21,237574,6.1,62.4,32.1,21,24.1,262.2,328.4,754.2,-3.41359,51.6218,424152346.77774
"Rhondda Cynon Taf",2019,"4","3",27,237574,6.1,62.4,32.1,21,24.1,262.2,328.4,754.2,-3.41359,51.6218,424152346.77774
"Rhondda Cynon Taf",2019,"5","3",24,237574,6.1,62.4,32.1,21,24.1,262.2,328.4,754.2,-3.41359,51.6218,424152346.77774
"Rhondda Cynon Taf",2019,"6","3",17,237574,6.1,62.4,32.1,21,24.1,262.2,328.4,754.2,-3.41359,51.6218,424152346.77774
"Rhondda Cynon Taf",2019,"7","3",24,237574,6.1,62.4,32.1,21,24.1,262.2,328.4,754.2,-3.41359,51.6218,424152346.77774
"Rhondda Cynon Taf",2019,"8","3",19,237574,6.1,62.4,32.1,21,24.1,262.2,328.4,754.2,-3.41359,51.6218,424152346.77774
"Rhondda Cynon Taf",2019,"9","3",21,237574,6.1,62.4,32.1,21,24.1,262.2,328.4,754.2,-3.41359,51.6218,424152346.77774
"Rhondda Cynon Taf",2019,"10","3",20,237574,6.1,62.4,32.1,21,24.1,262.2,328.4,754.2,-3.41359,51.6218,424152346.77774
"Rhondda Cynon Taf",2019,"11","3",16,237574,6.1,62.4,32.1,21,24.1,262.2,328.4,754.2,-3.41359,51.6218,424152346.77774
"Rhondda Cynon Taf",2019,"12","3",18,237574,6.1,62.4,32.1,21,24.1,262.2,328.4,754.2,-3.41359,51.6218,424152346.77774
"Richmond upon Thames",2019,"1","3",32,198185,0,5,33.7,1.9,12.7,4.7,198.5,256.6,-0.28914,51.4403,58741149.3264542
"Richmond upon Thames",2019,"2","3",17,198185,0,5,33.7,1.9,12.7,4.7,198.5,256.6,-0.28914,51.4403,58741149.3264542
"Richmond upon Thames",2019,"3","3",26,198185,0,5,33.7,1.9,12.7,4.7,198.5,256.6,-0.28914,51.4403,58741149.3264542
"Richmond upon Thames",2019,"4","3",21,198185,0,5,33.7,1.9,12.7,4.7,198.5,256.6,-0.28914,51.4403,58741149.3264542
"Richmond upon Thames",2019,"5","3",30,198185,0,5,33.7,1.9,12.7,4.7,198.5,256.6,-0.28914,51.4403,58741149.3264542
"Richmond upon Thames",2019,"6","3",30,198185,0,5,33.7,1.9,12.7,4.7,198.5,256.6,-0.28914,51.4403,58741149.3264542
"Richmond upon Thames",2019,"7","3",29,198185,0,5,33.7,1.9,12.7,4.7,198.5,256.6,-0.28914,51.4403,58741149.3264542
"Richmond upon Thames",2019,"8","3",28,198185,0,5,33.7,1.9,12.7,4.7,198.5,256.6,-0.28914,51.4403,58741149.3264542
"Richmond upon Thames",2019,"9","3",39,198185,0,5,33.7,1.9,12.7,4.7,198.5,256.6,-0.28914,51.4403,58741149.3264542
"Richmond upon Thames",2019,"10","3",26,198185,0,5,33.7,1.9,12.7,4.7,198.5,256.6,-0.28914,51.4403,58741149.3264542
"Richmond upon Thames",2019,"11","3",35,198185,0,5,33.7,1.9,12.7,4.7,198.5,256.6,-0.28914,51.4403,58741149.3264542
"Richmond upon Thames",2019,"12","3",34,198185,0,5,33.7,1.9,12.7,4.7,198.5,256.6,-0.28914,51.4403,58741149.3264542
"Rochdale",2019,"1","3",14,222042,16,15.5,37.5,4.4,11,41.4,365.1,490.9,-2.14784,53.6074,158123788.155838
"Rochdale",2019,"2","3",6,222042,16,15.5,37.5,4.4,11,41.4,365.1,490.9,-2.14784,53.6074,158123788.155838
"Rochdale",2019,"3","3",10,222042,16,15.5,37.5,4.4,11,41.4,365.1,490.9,-2.14784,53.6074,158123788.155838
"Rochdale",2019,"4","3",14,222042,16,15.5,37.5,4.4,11,41.4,365.1,490.9,-2.14784,53.6074,158123788.155838
"Rochdale",2019,"5","3",29,222042,16,15.5,37.5,4.4,11,41.4,365.1,490.9,-2.14784,53.6074,158123788.155838
"Rochdale",2019,"6","3",25,222042,16,15.5,37.5,4.4,11,41.4,365.1,490.9,-2.14784,53.6074,158123788.155838
"Rochdale",2019,"7","3",19,222042,16,15.5,37.5,4.4,11,41.4,365.1,490.9,-2.14784,53.6074,158123788.155838
"Rochdale",2019,"8","3",11,222042,16,15.5,37.5,4.4,11,41.4,365.1,490.9,-2.14784,53.6074,158123788.155838
"Rochdale",2019,"9","3",28,222042,16,15.5,37.5,4.4,11,41.4,365.1,490.9,-2.14784,53.6074,158123788.155838
"Rochdale",2019,"10","3",26,222042,16,15.5,37.5,4.4,11,41.4,365.1,490.9,-2.14784,53.6074,158123788.155838
"Rochdale",2019,"11","3",23,222042,16,15.5,37.5,4.4,11,41.4,365.1,490.9,-2.14784,53.6074,158123788.155838
"Rochdale",2019,"12","3",14,222042,16,15.5,37.5,4.4,11,41.4,365.1,490.9,-2.14784,53.6074,158123788.155838
"Rotherham",2019,"1","3",21,265991,16.8,30,39.3,38.3,20.8,182.6,412.6,740.5,-1.28651,53.3955,286534367.672592
"Rotherham",2019,"2","3",26,265991,16.8,30,39.3,38.3,20.8,182.6,412.6,740.5,-1.28651,53.3955,286534367.672592
"Rotherham",2019,"3","3",20,265991,16.8,30,39.3,38.3,20.8,182.6,412.6,740.5,-1.28651,53.3955,286534367.672592
"Rotherham",2019,"4","3",14,265991,16.8,30,39.3,38.3,20.8,182.6,412.6,740.5,-1.28651,53.3955,286534367.672592
"Rotherham",2019,"5","3",26,265991,16.8,30,39.3,38.3,20.8,182.6,412.6,740.5,-1.28651,53.3955,286534367.672592
"Rotherham",2019,"6","3",27,265991,16.8,30,39.3,38.3,20.8,182.6,412.6,740.5,-1.28651,53.3955,286534367.672592
"Rotherham",2019,"7","3",22,265991,16.8,30,39.3,38.3,20.8,182.6,412.6,740.5,-1.28651,53.3955,286534367.672592
"Rotherham",2019,"8","3",21,265991,16.8,30,39.3,38.3,20.8,182.6,412.6,740.5,-1.28651,53.3955,286534367.672592
"Rotherham",2019,"9","3",36,265991,16.8,30,39.3,38.3,20.8,182.6,412.6,740.5,-1.28651,53.3955,286534367.672592
"Rotherham",2019,"10","3",30,265991,16.8,30,39.3,38.3,20.8,182.6,412.6,740.5,-1.28651,53.3955,286534367.672592
"Rotherham",2019,"11","3",23,265991,16.8,30,39.3,38.3,20.8,182.6,412.6,740.5,-1.28651,53.3955,286534367.672592
"Rotherham",2019,"12","3",27,265991,16.8,30,39.3,38.3,20.8,182.6,412.6,740.5,-1.28651,53.3955,286534367.672592
"Rutland",2019,"1","3",2,40175,0,47.4,0.4,19.7,3.2,241.2,24.3,347.7,-0.6263,52.6676,393734893.518448
"Rutland",2019,"2","3",1,40175,0,47.4,0.4,19.7,3.2,241.2,24.3,347.7,-0.6263,52.6676,393734893.518448
"Rutland",2019,"3","3",4,40175,0,47.4,0.4,19.7,3.2,241.2,24.3,347.7,-0.6263,52.6676,393734893.518448
"Rutland",2019,"4","3",2,40175,0,47.4,0.4,19.7,3.2,241.2,24.3,347.7,-0.6263,52.6676,393734893.518448
"Rutland",2019,"5","3",1,40175,0,47.4,0.4,19.7,3.2,241.2,24.3,347.7,-0.6263,52.6676,393734893.518448
"Rutland",2019,"6","3",1,40175,0,47.4,0.4,19.7,3.2,241.2,24.3,347.7,-0.6263,52.6676,393734893.518448
"Rutland",2019,"7","3",4,40175,0,47.4,0.4,19.7,3.2,241.2,24.3,347.7,-0.6263,52.6676,393734893.518448
"Rutland",2019,"8","3",1,40175,0,47.4,0.4,19.7,3.2,241.2,24.3,347.7,-0.6263,52.6676,393734893.518448
"Rutland",2019,"9","3",1,40175,0,47.4,0.4,19.7,3.2,241.2,24.3,347.7,-0.6263,52.6676,393734893.518448
"Rutland",2019,"10","3",1,40175,0,47.4,0.4,19.7,3.2,241.2,24.3,347.7,-0.6263,52.6676,393734893.518448
"Rutland",2019,"11","3",4,40175,0,47.4,0.4,19.7,3.2,241.2,24.3,347.7,-0.6263,52.6676,393734893.518448
"Rutland",2019,"12","3",1,40175,0,47.4,0.4,19.7,3.2,241.2,24.3,347.7,-0.6263,52.6676,393734893.518448
"Salford",2019,"1","3",33,263611,17.4,8.2,47.7,0.3,20,17,396.8,507.3,-2.38485,53.4793,97197278.8452148
"Salford",2019,"2","3",20,263611,17.4,8.2,47.7,0.3,20,17,396.8,507.3,-2.38485,53.4793,97197278.8452148
"Salford",2019,"3","3",27,263611,17.4,8.2,47.7,0.3,20,17,396.8,507.3,-2.38485,53.4793,97197278.8452148
"Salford",2019,"4","3",22,263611,17.4,8.2,47.7,0.3,20,17,396.8,507.3,-2.38485,53.4793,97197278.8452148
"Salford",2019,"5","3",34,263611,17.4,8.2,47.7,0.3,20,17,396.8,507.3,-2.38485,53.4793,97197278.8452148
"Salford",2019,"6","3",20,263611,17.4,8.2,47.7,0.3,20,17,396.8,507.3,-2.38485,53.4793,97197278.8452148
"Salford",2019,"7","3",29,263611,17.4,8.2,47.7,0.3,20,17,396.8,507.3,-2.38485,53.4793,97197278.8452148
"Salford",2019,"8","3",21,263611,17.4,8.2,47.7,0.3,20,17,396.8,507.3,-2.38485,53.4793,97197278.8452148
"Salford",2019,"9","3",41,263611,17.4,8.2,47.7,0.3,20,17,396.8,507.3,-2.38485,53.4793,97197278.8452148
"Salford",2019,"10","3",23,263611,17.4,8.2,47.7,0.3,20,17,396.8,507.3,-2.38485,53.4793,97197278.8452148
"Salford",2019,"11","3",27,263611,17.4,8.2,47.7,0.3,20,17,396.8,507.3,-2.38485,53.4793,97197278.8452148
"Salford",2019,"12","3",33,263611,17.4,8.2,47.7,0.3,20,17,396.8,507.3,-2.38485,53.4793,97197278.8452148
"Sandwell",2019,"1","3",33,340198,11.2,2.6,51.4,0,23.7,3.8,437.3,530.3,-2.00771,52.5148,85567385.7669373
"Sandwell",2019,"2","3",35,340198,11.2,2.6,51.4,0,23.7,3.8,437.3,530.3,-2.00771,52.5148,85567385.7669373
"Sandwell",2019,"3","3",41,340198,11.2,2.6,51.4,0,23.7,3.8,437.3,530.3,-2.00771,52.5148,85567385.7669373
"Sandwell",2019,"4","3",37,340198,11.2,2.6,51.4,0,23.7,3.8,437.3,530.3,-2.00771,52.5148,85567385.7669373
"Sandwell",2019,"5","3",40,340198,11.2,2.6,51.4,0,23.7,3.8,437.3,530.3,-2.00771,52.5148,85567385.7669373
"Sandwell",2019,"6","3",39,340198,11.2,2.6,51.4,0,23.7,3.8,437.3,530.3,-2.00771,52.5148,85567385.7669373
"Sandwell",2019,"7","3",33,340198,11.2,2.6,51.4,0,23.7,3.8,437.3,530.3,-2.00771,52.5148,85567385.7669373
"Sandwell",2019,"8","3",33,340198,11.2,2.6,51.4,0,23.7,3.8,437.3,530.3,-2.00771,52.5148,85567385.7669373
"Sandwell",2019,"9","3",40,340198,11.2,2.6,51.4,0,23.7,3.8,437.3,530.3,-2.00771,52.5148,85567385.7669373
"Sandwell",2019,"10","3",40,340198,11.2,2.6,51.4,0,23.7,3.8,437.3,530.3,-2.00771,52.5148,85567385.7669373
"Sandwell",2019,"11","3",61,340198,11.2,2.6,51.4,0,23.7,3.8,437.3,530.3,-2.00771,52.5148,85567385.7669373
"Sandwell",2019,"12","3",45,340198,11.2,2.6,51.4,0,23.7,3.8,437.3,530.3,-2.00771,52.5148,85567385.7669373
"Sefton",2019,"1","3",34,278908,5.1,11.9,39.1,7.7,18.1,63.8,470.7,621,-2.99177,53.4821,202464710.973198
"Sefton",2019,"2","3",33,278908,5.1,11.9,39.1,7.7,18.1,63.8,470.7,621,-2.99177,53.4821,202464710.973198
"Sefton",2019,"3","3",23,278908,5.1,11.9,39.1,7.7,18.1,63.8,470.7,621,-2.99177,53.4821,202464710.973198
"Sefton",2019,"4","3",32,278908,5.1,11.9,39.1,7.7,18.1,63.8,470.7,621,-2.99177,53.4821,202464710.973198
"Sefton",2019,"5","3",23,278908,5.1,11.9,39.1,7.7,18.1,63.8,470.7,621,-2.99177,53.4821,202464710.973198
"Sefton",2019,"6","3",22,278908,5.1,11.9,39.1,7.7,18.1,63.8,470.7,621,-2.99177,53.4821,202464710.973198
"Sefton",2019,"7","3",34,278908,5.1,11.9,39.1,7.7,18.1,63.8,470.7,621,-2.99177,53.4821,202464710.973198
"Sefton",2019,"8","3",29,278908,5.1,11.9,39.1,7.7,18.1,63.8,470.7,621,-2.99177,53.4821,202464710.973198
"Sefton",2019,"9","3",24,278908,5.1,11.9,39.1,7.7,18.1,63.8,470.7,621,-2.99177,53.4821,202464710.973198
"Sefton",2019,"10","3",29,278908,5.1,11.9,39.1,7.7,18.1,63.8,470.7,621,-2.99177,53.4821,202464710.973198
"Sefton",2019,"11","3",20,278908,5.1,11.9,39.1,7.7,18.1,63.8,470.7,621,-2.99177,53.4821,202464710.973198
"Sefton",2019,"12","3",26,278908,5.1,11.9,39.1,7.7,18.1,63.8,470.7,621,-2.99177,53.4821,202464710.973198
"Sheffield",2019,"1","3",49,556399,6.4,27.9,63.5,10.3,51,165.9,896.3,1224.8,-1.54254,53.4036,367918910.517776
"Sheffield",2019,"2","3",48,556399,6.4,27.9,63.5,10.3,51,165.9,896.3,1224.8,-1.54254,53.4036,367918910.517776
"Sheffield",2019,"3","3",48,556399,6.4,27.9,63.5,10.3,51,165.9,896.3,1224.8,-1.54254,53.4036,367918910.517776
"Sheffield",2019,"4","3",44,556399,6.4,27.9,63.5,10.3,51,165.9,896.3,1224.8,-1.54254,53.4036,367918910.517776
"Sheffield",2019,"5","3",45,556399,6.4,27.9,63.5,10.3,51,165.9,896.3,1224.8,-1.54254,53.4036,367918910.517776
"Sheffield",2019,"6","3",53,556399,6.4,27.9,63.5,10.3,51,165.9,896.3,1224.8,-1.54254,53.4036,367918910.517776
"Sheffield",2019,"7","3",48,556399,6.4,27.9,63.5,10.3,51,165.9,896.3,1224.8,-1.54254,53.4036,367918910.517776
"Sheffield",2019,"8","3",43,556399,6.4,27.9,63.5,10.3,51,165.9,896.3,1224.8,-1.54254,53.4036,367918910.517776
"Sheffield",2019,"9","3",57,556399,6.4,27.9,63.5,10.3,51,165.9,896.3,1224.8,-1.54254,53.4036,367918910.517776
"Sheffield",2019,"10","3",56,556399,6.4,27.9,63.5,10.3,51,165.9,896.3,1224.8,-1.54254,53.4036,367918910.517776
"Sheffield",2019,"11","3",48,556399,6.4,27.9,63.5,10.3,51,165.9,896.3,1224.8,-1.54254,53.4036,367918910.517776
"Sheffield",2019,"12","3",60,556399,6.4,27.9,63.5,10.3,51,165.9,896.3,1224.8,-1.54254,53.4036,367918910.517776
"Shropshire",2019,"1","3",38,319729,7.7,253,20.3,331.1,17.6,2271.4,241.9,3220.2,-2.73667,52.6221,3197339956.23771
"Shropshire",2019,"2","3",27,319729,7.7,253,20.3,331.1,17.6,2271.4,241.9,3220.2,-2.73667,52.6221,3197339956.23771
"Shropshire",2019,"3","3",25,319729,7.7,253,20.3,331.1,17.6,2271.4,241.9,3220.2,-2.73667,52.6221,3197339956.23771
"Shropshire",2019,"4","3",35,319729,7.7,253,20.3,331.1,17.6,2271.4,241.9,3220.2,-2.73667,52.6221,3197339956.23771
"Shropshire",2019,"5","3",30,319729,7.7,253,20.3,331.1,17.6,2271.4,241.9,3220.2,-2.73667,52.6221,3197339956.23771
"Shropshire",2019,"6","3",22,319729,7.7,253,20.3,331.1,17.6,2271.4,241.9,3220.2,-2.73667,52.6221,3197339956.23771
"Shropshire",2019,"7","3",22,319729,7.7,253,20.3,331.1,17.6,2271.4,241.9,3220.2,-2.73667,52.6221,3197339956.23771
"Shropshire",2019,"8","3",27,319729,7.7,253,20.3,331.1,17.6,2271.4,241.9,3220.2,-2.73667,52.6221,3197339956.23771
"Shropshire",2019,"9","3",22,319729,7.7,253,20.3,331.1,17.6,2271.4,241.9,3220.2,-2.73667,52.6221,3197339956.23771
"Shropshire",2019,"10","3",30,319729,7.7,253,20.3,331.1,17.6,2271.4,241.9,3220.2,-2.73667,52.6221,3197339956.23771
"Shropshire",2019,"11","3",24,319729,7.7,253,20.3,331.1,17.6,2271.4,241.9,3220.2,-2.73667,52.6221,3197339956.23771
"Shropshire",2019,"12","3",34,319729,7.7,253,20.3,331.1,17.6,2271.4,241.9,3220.2,-2.73667,52.6221,3197339956.23771
"Slough",2019,"1","3",18,157632,5.8,2.7,11.4,0.5,2.9,8.2,169.7,201.1,-0.57617,51.5035,32542195.7467575
"Slough",2019,"2","3",21,157632,5.8,2.7,11.4,0.5,2.9,8.2,169.7,201.1,-0.57617,51.5035,32542195.7467575
"Slough",2019,"3","3",23,157632,5.8,2.7,11.4,0.5,2.9,8.2,169.7,201.1,-0.57617,51.5035,32542195.7467575
"Slough",2019,"4","3",17,157632,5.8,2.7,11.4,0.5,2.9,8.2,169.7,201.1,-0.57617,51.5035,32542195.7467575
"Slough",2019,"5","3",13,157632,5.8,2.7,11.4,0.5,2.9,8.2,169.7,201.1,-0.57617,51.5035,32542195.7467575
"Slough",2019,"6","3",26,157632,5.8,2.7,11.4,0.5,2.9,8.2,169.7,201.1,-0.57617,51.5035,32542195.7467575
"Slough",2019,"7","3",22,157632,5.8,2.7,11.4,0.5,2.9,8.2,169.7,201.1,-0.57617,51.5035,32542195.7467575
"Slough",2019,"8","3",18,157632,5.8,2.7,11.4,0.5,2.9,8.2,169.7,201.1,-0.57617,51.5035,32542195.7467575
"Slough",2019,"9","3",15,157632,5.8,2.7,11.4,0.5,2.9,8.2,169.7,201.1,-0.57617,51.5035,32542195.7467575
"Slough",2019,"10","3",22,157632,5.8,2.7,11.4,0.5,2.9,8.2,169.7,201.1,-0.57617,51.5035,32542195.7467575
"Slough",2019,"11","3",25,157632,5.8,2.7,11.4,0.5,2.9,8.2,169.7,201.1,-0.57617,51.5035,32542195.7467575
"Slough",2019,"12","3",20,157632,5.8,2.7,11.4,0.5,2.9,8.2,169.7,201.1,-0.57617,51.5035,32542195.7467575
"Solihull",2019,"1","3",16,216323,12.9,25.3,9.7,25.2,21.2,133.4,316,546.1,-1.71558,52.431,178296417.063591
"Solihull",2019,"2","3",13,216323,12.9,25.3,9.7,25.2,21.2,133.4,316,546.1,-1.71558,52.431,178296417.063591
"Solihull",2019,"3","3",19,216323,12.9,25.3,9.7,25.2,21.2,133.4,316,546.1,-1.71558,52.431,178296417.063591
"Solihull",2019,"4","3",16,216323,12.9,25.3,9.7,25.2,21.2,133.4,316,546.1,-1.71558,52.431,178296417.063591
"Solihull",2019,"5","3",16,216323,12.9,25.3,9.7,25.2,21.2,133.4,316,546.1,-1.71558,52.431,178296417.063591
"Solihull",2019,"6","3",15,216323,12.9,25.3,9.7,25.2,21.2,133.4,316,546.1,-1.71558,52.431,178296417.063591
"Solihull",2019,"7","3",22,216323,12.9,25.3,9.7,25.2,21.2,133.4,316,546.1,-1.71558,52.431,178296417.063591
"Solihull",2019,"8","3",14,216323,12.9,25.3,9.7,25.2,21.2,133.4,316,546.1,-1.71558,52.431,178296417.063591
"Solihull",2019,"9","3",23,216323,12.9,25.3,9.7,25.2,21.2,133.4,316,546.1,-1.71558,52.431,178296417.063591
"Solihull",2019,"10","3",18,216323,12.9,25.3,9.7,25.2,21.2,133.4,316,546.1,-1.71558,52.431,178296417.063591
"Solihull",2019,"11","3",27,216323,12.9,25.3,9.7,25.2,21.2,133.4,316,546.1,-1.71558,52.431,178296417.063591
"Solihull",2019,"12","3",28,216323,12.9,25.3,9.7,25.2,21.2,133.4,316,546.1,-1.71558,52.431,178296417.063591
"Somerset",2019,"1","3",0,564987,32.6,357,44.9,268.1,17.5,2941.1,519.1,4224.1,-3.29604,51.0718,3514689697.00627
"Somerset",2019,"2","3",0,564987,32.6,357,44.9,268.1,17.5,2941.1,519.1,4224.1,-3.29604,51.0718,3514689697.00627
"Somerset",2019,"3","3",0,564987,32.6,357,44.9,268.1,17.5,2941.1,519.1,4224.1,-3.29604,51.0718,3514689697.00627
"Somerset",2019,"4","3",0,564987,32.6,357,44.9,268.1,17.5,2941.1,519.1,4224.1,-3.29604,51.0718,3514689697.00627
"Somerset",2019,"5","3",0,564987,32.6,357,44.9,268.1,17.5,2941.1,519.1,4224.1,-3.29604,51.0718,3514689697.00627
"Somerset",2019,"6","3",0,564987,32.6,357,44.9,268.1,17.5,2941.1,519.1,4224.1,-3.29604,51.0718,3514689697.00627
"Somerset",2019,"7","3",0,564987,32.6,357,44.9,268.1,17.5,2941.1,519.1,4224.1,-3.29604,51.0718,3514689697.00627
"Somerset",2019,"8","3",0,564987,32.6,357,44.9,268.1,17.5,2941.1,519.1,4224.1,-3.29604,51.0718,3514689697.00627
"Somerset",2019,"9","3",0,564987,32.6,357,44.9,268.1,17.5,2941.1,519.1,4224.1,-3.29604,51.0718,3514689697.00627
"Somerset",2019,"10","3",0,564987,32.6,357,44.9,268.1,17.5,2941.1,519.1,4224.1,-3.29604,51.0718,3514689697.00627
"Somerset",2019,"11","3",0,564987,32.6,357,44.9,268.1,17.5,2941.1,519.1,4224.1,-3.29604,51.0718,3514689697.00627
"Somerset",2019,"12","3",0,564987,32.6,357,44.9,268.1,17.5,2941.1,519.1,4224.1,-3.29604,51.0718,3514689697.00627
"South Gloucestershire",2019,"1","3",44,284563,46.2,44.4,29.5,55.2,16.7,376.4,401.6,975.1,-2.46926,51.5467,536728576.218243
"South Gloucestershire",2019,"2","3",27,284563,46.2,44.4,29.5,55.2,16.7,376.4,401.6,975.1,-2.46926,51.5467,536728576.218243
"South Gloucestershire",2019,"3","3",29,284563,46.2,44.4,29.5,55.2,16.7,376.4,401.6,975.1,-2.46926,51.5467,536728576.218243
"South Gloucestershire",2019,"4","3",35,284563,46.2,44.4,29.5,55.2,16.7,376.4,401.6,975.1,-2.46926,51.5467,536728576.218243
"South Gloucestershire",2019,"5","3",32,284563,46.2,44.4,29.5,55.2,16.7,376.4,401.6,975.1,-2.46926,51.5467,536728576.218243
"South Gloucestershire",2019,"6","3",26,284563,46.2,44.4,29.5,55.2,16.7,376.4,401.6,975.1,-2.46926,51.5467,536728576.218243
"South Gloucestershire",2019,"7","3",38,284563,46.2,44.4,29.5,55.2,16.7,376.4,401.6,975.1,-2.46926,51.5467,536728576.218243
"South Gloucestershire",2019,"8","3",27,284563,46.2,44.4,29.5,55.2,16.7,376.4,401.6,975.1,-2.46926,51.5467,536728576.218243
"South Gloucestershire",2019,"9","3",38,284563,46.2,44.4,29.5,55.2,16.7,376.4,401.6,975.1,-2.46926,51.5467,536728576.218243
"South Gloucestershire",2019,"10","3",24,284563,46.2,44.4,29.5,55.2,16.7,376.4,401.6,975.1,-2.46926,51.5467,536728576.218243
"South Gloucestershire",2019,"11","3",40,284563,46.2,44.4,29.5,55.2,16.7,376.4,401.6,975.1,-2.46926,51.5467,536728576.218243
"South Gloucestershire",2019,"12","3",27,284563,46.2,44.4,29.5,55.2,16.7,376.4,401.6,975.1,-2.46926,51.5467,536728576.218243
"South Tyneside",2019,"1","3",6,148368,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"South Tyneside",2019,"2","3",12,148368,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"South Tyneside",2019,"3","3",8,148368,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"South Tyneside",2019,"4","3",13,148368,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"South Tyneside",2019,"5","3",12,148368,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"South Tyneside",2019,"6","3",10,148368,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"South Tyneside",2019,"7","3",15,148368,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"South Tyneside",2019,"8","3",19,148368,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"South Tyneside",2019,"9","3",11,148368,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"South Tyneside",2019,"10","3",20,148368,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"South Tyneside",2019,"11","3",13,148368,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"South Tyneside",2019,"12","3",12,148368,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"Southampton",2019,"1","3",28,249428,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2019,"2","3",36,249428,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2019,"3","3",27,249428,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2019,"4","3",16,249428,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2019,"5","3",24,249428,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2019,"6","3",28,249428,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2019,"7","3",36,249428,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
